id,attr1,attr2,attr3,attr4,attr5,attr6,class
1797,-0.19563972,-0.072071133,0.039510361,1.2961608999999998,-0.37786573,0.91301134,0
3579,-0.020836525,-0.27998044,1.2116308999999998,0.88982855,-0.37786573,0.90996423,0
830,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
655,0.17869658,-0.29325125,0.2198366,0.68096612,-0.37786573,1.4401607,0
142,-0.035064692,-0.14727237,-0.41130523,1.8889927,5.2530230000000016,1.3487475,1
1737,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
983,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2965,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6589,0.1199207,-0.23132081,1.6173649,0.40881204,0.21284749,0.93434108,0
1648,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5350,0.096207087,-0.036682315,0.76081531,-0.85955255,-0.37786573,-0.94572324,0
5801,-0.11721542,-0.067647531,-0.0055711987,0.050581324,-0.37786573,1.0409898000000002,0
1991,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4138,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5690,0.37551956,0.47645554,0.40016284,0.87041911,-0.089900855,1.0348956,0
441,1.1560361,5.032765900000001,0.12967348,1.2185232,-0.37786573,0.30359016,0
6539,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4688,-0.45632006,-0.43923012,1.0313047,0.55733644,-0.37786573,0.78503289,0
5578,-0.2633929,-0.41268851,1.0763862,0.16914767,-0.37786573,1.4736788,0
5423,-0.069110663,-0.31536926,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
4533,-0.30844876,-0.4082649,0.58048907,-0.85955255,-0.37786573,-0.94572324,0
5108,-0.23493656,-0.43480652,-0.18589744,0.48223035,-0.37786573,1.1445914,0
4697,0.29811155,0.007553707299999999,-0.14081588,1.3062876,2.5347742,0.9983303,0
5747,-0.45530377,-0.44365372,0.67065219,-0.16545416,0.62543471,1.4919615,0
4849,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3239,0.20291834,-0.33748727,-0.36622367,1.416415,2.6611745,1.5986102,1
5691,0.69192689,0.3835599,0.039510361,1.3096631,-0.37786573,0.87644607,0
3335,-0.19699478,-0.27555684,-0.59163147,1.0970031999999998,-0.37786573,0.38586202,0
4605,1.1216514,-0.44807732,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
3561,-0.33148484,-0.24016802,0.58048907,0.95860547,-0.37786573,1.1659211,0
2058,0.84979179,-0.41711211,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
5918,-0.12619271,-0.39057049,-0.41130523,0.59953087,4.2655925,1.5803275,0
782,-0.55879674,-0.44365372,1.0313047,0.018935501,0.46910528,0.85206922,0
171,2.9682642,4.8735162,-0.45638679,1.7096663,-0.37786573,0.37976781,0
6603,-0.25035041,-0.38614689,0.71573375,0.40628037,0.13464985,0.97700056,0
6564,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6274,0.10840266,-0.15611958,0.30999972,0.87084106,1.7542465,1.2420988000000002,0
4823,0.56065511,-0.04552952,-0.50146835,1.5505933,5.220064700000001,1.565092,1
4126,0.40329836,-0.3994177,-0.50146835,1.7138858,-0.37786573,0.91910555,0
1425,0.043698375,-0.12957796,0.26491816,0.52822228,0.21795091,1.0135658,0
6054,0.53558643,-0.12957796,-0.45638679,1.4564998,3.2450722,1.2725698,1
4736,-0.44835907,-0.45250093,1.8427727,-0.85955255,-0.37786573,-0.94572324,0
5627,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4077,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
993,-0.23442841,-0.15611958,0.2198366,0.015559946000000003,0.54960769,1.3304648,0
4796,0.36789732,0.01197731,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
1470,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3649,0.75087215,1.838925,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
4932,1.0721916,0.53838598,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
929,0.67668242,1.4231063999999998,0.67065219,0.45480397,0.090266511,0.81855105,0
3430,-0.31217518,-0.45250093,-0.18589744,0.61261114,-0.37786573,1.1232616000000002,0
3348,0.62806952,0.20661581,0.76081531,0.94763492,0.21284749,1.01966,0
276,0.8606323,0.20219221,-0.27606055,1.2223207,-0.37786573,0.89777581,0
3127,0.58030353,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
154,-0.010334783,-0.28440404,0.49032595,0.86198022,-0.37786573,0.8916815999999999,0
2782,-0.00084933814,0.24642823,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
1994,0.13245504,0.034095321,1.5272018,0.70797055,0.22453598,1.2238161,0
965,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4294,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3964,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
846,0.10365994,-0.43923012,-0.45638679,1.0708427,3.6161735,1.0166129000000002,0
4469,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2408,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5049,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6324,-0.23663039,-0.43038291,-0.0055711987,1.2075526,-0.37786573,0.52602889,0
5932,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4674,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2775,-0.50577988,-0.4082649,2.1132621,0.27041431,0.28093706,0.91605844,0
3373,0.75527611,3.8870529,-0.230979,1.7873041,-0.37786573,0.71799656,0
3449,-0.050817306,-0.26670963,0.44524439,1.3008023000000002,-0.37786573,1.5315738,0
4233,0.75375166,-0.014564303999999997,0.30999972,-0.85955255,-0.37786573,-0.94572324,0
40,-0.0018656358,-0.4038413,0.44524439,-0.85955255,-0.37786573,-0.94572324,0
5331,0.17666398,0.43221952,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
1441,1.3755563999999998,2.6661387000000003,-0.18589744,1.2370887,-0.37786573,0.77284447,0
966,0.26203299,-0.44807732,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
4349,-0.28456576,-0.26670963,1.1665493,-0.096677239,-0.37786573,1.0227071,0
5528,0.67956193,0.01197731,0.35508128,-0.85955255,-0.37786573,-0.94572324,0
460,0.11466983,-0.041105917,1.0763862,1.3818156,0.16187909,1.1141203000000002,0
5470,1.4736292,5.054883900000001,-0.36622367,1.4898334,-0.37786573,0.23655383,0
5635,0.16751729999999998,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
5326,-0.30539986,-0.30652205,0.53540751,0.69024889,0.91020582,1.132403,0
2367,-0.2027538,-0.42595931,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
3585,0.25966162,0.08717854800000001,-0.095734317,1.264937,-0.37786573,0.89777581,0
6150,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2138,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6424,0.70683259,4.6523360999999985,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
3163,0.71496297,1.0780653999999998,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
2451,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2400,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5956,-0.15278584,-0.32421646,0.17475504,0.34003512,-0.37786573,1.0074716,0
1448,-0.439043,-0.44365372,0.08459192,0.21556155,-0.37786573,1.1720153,0
3691,-0.12805593,-0.32421646,1.301794,1.1265393,-0.37786573,0.92215265,0
6343,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5624,0.055385798,-0.19150839,-0.230979,0.60628198,-0.37786573,1.1933451000000002,0
6406,0.72817484,1.5027313,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
4837,0.42599567,-0.23574442,-0.18589744,1.0134582,0.4433906,1.1384972,0
5929,-0.045566434,-0.36402888,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
4628,-0.27440279,-0.45250093,0.44524439,-0.85955255,-0.37786573,-0.94572324,0
3035,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5577,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4546,0.37145436,-0.44365372,-0.36622367,0.93919603,-0.37786573,1.0927906,0
2894,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5897,-0.41549878,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
817,0.94447685,1.0692182,-0.32114211,1.1704215,-0.37786573,1.2938996,0
5962,-0.25289115,-0.38172329,2.2935883,2.264945,0.42709256,1.2695227,0
4415,-0.17378932,-0.23574442,-0.230979,0.40037315,1.7676142,1.4889143,0
2637,-0.52136311,-0.42153571,0.62557063,0.06070798700000001,1.9459706,0.84597501,0
2904,-0.07063511,-0.37729969,-0.14081588,1.2328693000000002,-0.37786573,0.95871792,0
1308,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5223,0.11314538,0.003130105,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
1952,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2758,-0.19563972,-0.4082649,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
2295,0.031164038,-0.16054318,0.98622311,0.034125496,-0.37786573,0.9952832,0
3036,1.000712,0.3968307,-0.32114211,0.54594394,1.3401776,0.90691713,0
6494,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6212,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2785,4.1664791,0.65782324,-0.36622367,4.9421817,1.4848844,1.391407,1
5609,0.19783685,-0.31094565,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
2795,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
65,-0.13584754,-0.25786243,1.1214678,1.8278107,-0.37786573,0.91910555,0
6675,-0.17514438,-0.36845248,-0.14081588,-0.052795031,1.0909329,0.96481214,0
6057,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1602,0.45597645,0.71090646,0.08459192,0.41049982,-0.37786573,0.90387002,0
1041,0.59097466,-0.43480652,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
302,-0.21630444,-0.38172329,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
1022,0.24509469,-0.45250093,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
3224,1.2049878,1.7637238000000002,-0.50146835,1.5624078,6.4890725,0.93129397,1
1742,1.3515041,-0.37729969,-0.50146835,1.6240116000000002,4.6603013,1.306088,1
5695,0.10653945,-0.023411508,0.53540751,-0.2924594,-0.37786573,0.66010155,0
5730,0.55320226,0.76841329,-0.41130523,1.0100827,-0.37786573,0.91910555,0
3638,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2617,4.0582434,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
6573,0.30810514,2.5201598,2.6091592,-0.85955255,-0.37786573,-0.94572324,0
4096,-0.08486327699999999,-0.31094565,1.1214678,2.2096703,-0.37786573,0.54126442,0
5884,-0.18615427,-0.41711211,-0.36622367,0.70375111,2.7690377999999995,1.2146748,0
5772,-0.13042729,-0.43480652,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
593,0.16870299,0.1844978,0.44524439,1.6632525000000002,0.19440931,1.1750624,0
6099,-0.028289374,0.13141457,1.9329359,-0.85955255,-0.37786573,-0.94572324,0
6637,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2435,-0.29997961,-0.27113323,1.6624465,0.60248448,0.48622644,0.78808,0
5847,0.079438176,-0.45250093,0.17475504,0.51767367,-0.37786573,1.0531781999999998,0
2862,-0.30438357,-0.44365372,0.98622311,0.44130175,0.27896154,1.6473639,0
5629,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5278,1.4367037,1.0780653999999998,-0.050652758,0.77548164,0.38237998,0.94957661,0
4729,1.1670459999999998,4.1568926,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
4207,0.032180335,-0.3994177,0.08459192,1.1109274,0.39732807,1.0318485000000002,0
3008,1.4197654,1.2859748,-0.27606055,0.1522699,1.9505143,0.89777581,0
2354,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2344,1.0503412,3.6437547,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
61,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6167,0.22747887,-0.28440404,-0.32114211,0.72020694,-0.37786573,1.0044245,0
2032,0.11805749,-0.14727237,0.62557063,0.53877089,0.31083325,1.2085806,0
2347,-0.24950349,-0.4082649,3.4206273,0.076741871,-0.37786573,0.92824687,0
6063,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3651,1.2288708000000002,4.1347746,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
1378,-0.22528173,-0.44365372,-0.0055711987,0.0079649487,-0.37786573,0.78198578,0
2845,-0.40686025,-0.43038291,0.40016284,0.58476282,1.9527532,0.41328597,0
3977,0.32080887,-0.2092028,-0.41130523,0.93919603,3.5509813,1.1049790000000002,0
893,0.12296959,0.5870456000000001,1.8878543,0.31387457,-0.37786573,1.1445914,0
519,-0.46546674,-0.45250093,-0.230979,0.8674655000000001,-0.37786573,0.92215265,0
6647,0.19173906,-0.24459162,0.12967348,1.2387765,0.59573607,1.0836493,0
1375,0.017105254,-0.16939038,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
5745,0.51170344,-0.29325125,0.76081531,1.1662021,-0.09444455,1.5407151,0
6475,0.94142796,2.0379871,-0.14081588,1.2721101,-0.37786573,0.72713788,0
4432,0.19444919,0.18007419,0.26491816,0.87927994,2.1121447,0.98614188,0
2964,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1853,0.24238456,-0.063223929,0.17475504,1.0109266,-0.37786573,0.93434108,0
6242,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1569,1.2241281000000002,2.0158691,-0.095734317,0.85565106,0.33812834,0.71494946,0
4967,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3575,-0.076732895,-0.3949941,-0.095734317,1.3839253,-0.37786573,1.5681391000000002,0
3313,0.40058823,1.1621138999999998,0.039510361,0.76577692,0.75015583,0.68143129,0
939,0.7652696999999999,3.7985808,-0.095734317,0.537927,-0.37786573,0.45289835,0
4614,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
357,-0.15973054,-0.18708479,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
1305,-0.18818687,-0.44807732,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
720,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5606,0.16396026,-0.30209845,-0.41130523,1.3970056,-0.37786573,1.0409898000000002,0
1589,1.7227915,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
3401,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5608,-0.07825734200000001,-0.36845248,0.08459192,1.3670476,-0.37786573,1.0135658,0
3379,3.3473432,0.073907741,-0.32114211,3.7974468,-0.37786573,0.96176503,1
4672,-0.19377651,-0.13400156,0.2198366,-0.23127747,1.8157839,0.78503289,0
4148,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4223,0.0057565965,-0.27113323,-0.14081588,0.26830459,1.2347507,0.98614188,0
3840,0.60266208,-0.076494735,-0.45638679,1.8446885,3.068362,1.5407151,1
1642,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6518,0.14058542,-0.36402888,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
551,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
742,0.76239019,0.31720586,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
3705,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2151,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1342,0.29150562,-0.15169597,-0.18589744,0.67843445,-0.37786573,1.2634285,0
6294,0.57047932,1.3036692,-0.27606055,1.0037535,-0.37786573,0.81855105,0
4664,0.019815381,-0.31979286,-0.32114211,0.66788584,1.6992612,1.4675846,0
1529,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
320,0.042173929000000006,-0.39057049,0.2198366,1.2522787,-0.37786573,1.5498565,0
3923,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
225,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
393,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5717,0.3572262,0.14910898,-0.27606055,0.058598265,1.2940492,0.73018498,0
2318,-0.43260645,-0.45250093,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
6354,0.037431206,-0.21805001,0.89605999,0.89911132,0.55388798,1.0044245,0
291,0.06504062599999999,-0.032258713,0.2198366,1.113459,0.48484358,1.2146748,0
2694,1.3669178999999998,1.9627859,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
5096,0.16565409,-0.24459162,0.30999972,0.94510325,0.23385384,1.5772803999999998,0
6558,0.066056923,-0.31094565,0.12967348,0.64383502,-0.37786573,0.62048917,0
5462,0.061652967,-0.054376724,0.08459192,0.89109438,-0.37786573,1.3517946,0
5301,-0.12246629,-0.43923012,0.40016284,0.38898066,-0.37786573,0.76675026,0
4346,4.5853632000000015,-0.36845248,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
1915,0.023372422,-0.44807732,0.2198366,1.1193663,-0.37786573,1.766201,0
3872,-0.05166422,1.7017933999999997,-0.18589744,0.14720657,-0.37786573,-0.49779868,0
483,0.43632803,1.6354393,0.44524439,-0.85955255,-0.37786573,-0.94572324,0
6201,0.57589957,0.016400912,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
4924,-0.34791498,-0.43923012,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
4623,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1283,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5766,0.78169985,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
515,0.16734792,1.6265921,0.85097843,0.73581888,0.16833245,0.81855105,0
2392,-0.0015268698999999998,-0.43480652,0.12967348,0.62780113,0.5962958,1.0775551,0
1754,0.34401433,-0.041105917,0.2198366,1.2252743,0.33177375,1.278664,0
4211,0.31860689,0.020824514,0.039510361,1.030336,-0.37786573,1.2878054,0
6652,-0.25746449,-0.32421646,2.3386699,0.537927,-0.37786573,1.1933451000000002,0
5018,0.68769231,0.32605307,-0.18589744,1.2265401000000002,0.79980722,1.2817111,0
1545,0.46478436,-0.023411508,-0.36622367,1.0526991,-0.37786573,1.4980557,0
1554,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5851,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5265,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
734,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
592,0.18970647,-0.33306367,-0.0055711987,0.73877249,0.5862864999999999,1.2238161,0
752,-0.084693894,-0.37729969,0.039510361,0.39488788,0.48151812,0.9952832,0
1395,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2103,-0.17124858,-0.36845248,0.58048907,1.2974267,-0.37786573,0.95262371,0
6195,1.7908833999999998,2.2237784,-0.0055711987,1.1805482,0.12710995,0.53821731,0
6295,-0.31640976,-0.43038291,0.40016284,1.0556527,0.65621988,0.87644607,0
6009,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
679,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
216,0.45716213,4.3559547,1.4370386999999998,0.065349374,0.28910254,-0.19918231,0
6269,0.11636366,-0.23574442,0.17475504,-0.85955255,-0.37786573,-0.94572324,0
3952,0.20190204,0.46760834,0.26491816,0.48898146,-0.37786573,0.62658339,0
719,-0.091130445,-0.15611958,1.5722834,0.6560714,-0.37786573,1.4249251,0
1138,0.22155046,0.042942525,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
5665,0.10027228,0.14468538,0.85097843,1.4801286,0.048615978,1.3274177,0
4043,-0.06267411099999999,-0.43038291,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
103,-0.022360972000000003,-0.28440404,1.0313047,1.3307603,-0.37786573,1.2725698,0
2272,0.71394667,-0.44807732,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
2326,0.26508188,-0.12515436,-0.095734317,1.1417293,1.1846384,1.1994393,0
3014,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4888,-0.020667142,-0.45250093,-0.230979,0.68982695,-0.37786573,1.1933451000000002,0
3834,-0.20495578,-0.35960528,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
5880,0.55930005,2.6926803,-0.050652758,1.5645175,-0.37786573,0.55345284,0
5093,-0.063521026,-0.27555684,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
2582,-0.24442201,-0.44807732,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
816,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5819,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5663,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3497,0.25813718,-0.22247361,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
3066,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
52,-0.26627241,-0.4082649,1.2116308999999998,-0.85955255,-0.37786573,-0.94572324,0
4208,0.16836422,-0.43480652,-0.45638679,0.65058613,-0.37786573,1.2969467,0
319,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
625,0.75781685,0.73302447,-0.45638679,0.68349778,-0.37786573,0.74542051,0
1177,-0.07063511,-0.13842517,-0.32114211,0.58096532,2.3094333,0.97090635,0
920,1.1833068000000002,-0.25786243,-0.36622367,1.7375147000000002,-0.37786573,1.0806022,0
2756,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2472,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
753,0.006772894200000001,-0.063223929,4.592747900000001,1.1522779,-0.03728619,0.81855105,0
1833,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
481,-0.13110482,-0.072071133,0.039510361,0.88349938,-0.37786573,1.1263087,0
4959,0.35011211,1.3877176000000002,-0.18589744,1.1826579,-0.37786573,1.2542872,0
2056,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1728,1.4450034,5.054883900000001,0.08459192,1.4982722,-0.37786573,0.64791313,0
1563,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5257,-0.17649945,-0.42595931,1.6624465,0.41049982,0.44576122,0.40109755,0
1301,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4590,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
45,0.55472671,1.4142591999999998,0.44524439,0.9636688,-0.37786573,0.96176503,0
3133,0.52271333,0.72860087,0.08459192,0.55396088,-0.37786573,0.83073948,0
2814,1.2339523,0.96747539,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
3391,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
43,6.044089,-0.25786243,-0.41130523,3.4788788,-0.37786573,0.56259416,0
4865,-0.11535221,-0.35960528,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
5892,0.073171007,-0.41711211,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
5957,0.11212908,-0.22689721,-0.41130523,1.2835026000000005,-0.37786573,1.4249251,0
1932,4.5682555,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
4068,0.48392464,0.32605307,-0.32114211,0.25775598,1.7553001,1.0318485000000002,0
1201,-0.39212393,-0.43038291,0.35508128,0.70543889,1.8055771,0.86121054,0
3878,-0.078426725,-0.39057049,-0.27606055,0.4969984000000001,-0.37786573,1.162874,0
3954,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1927,-0.34097028,-0.42595931,0.62557063,0.52526867,0.54743462,1.1872508999999998,0
828,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1954,0.059789754,-0.38172329,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
3337,0.18276177,0.003130105,0.26491816,1.8197938,1.2547035,1.0531781999999998,0
765,0.31572738,-0.04552952,-0.230979,0.89868938,-0.37786573,1.0897435,0
69,0.1278817,-0.43923012,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
369,0.039633185,-0.39057049,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
5780,-0.18801749,-0.34633447,-0.0055711987,-0.13802778,2.0412894,0.90082291,0
