id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,class
1859,4230.26,3997.44,4246.15,4131.28,4343.08,4623.59,4063.08,4605.64,4181.54,4183.08,4123.08,4235.38,4485.13,4269.23,0
8374,4276.41,3967.18,4258.97,4119.49,4324.1,4607.69,4043.59,4623.59,4212.82,4233.33,4195.9,4275.38,4590.26,4340.51,1
5107,4412.31,4109.23,4295.9,4166.15,4329.74,4600.51,4061.54,4626.67,4197.44,4228.21,4209.23,4308.72,4646.67,4448.72,0
7482,4282.56,4011.28,4263.08,4113.85,4343.59,4617.44,4053.85,4605.13,4193.85,4224.1,4198.46,4274.87,4620.0,4338.46,1
8106,4311.79,4005.64,4265.64,4109.74,4342.05,4616.92,4063.59,4625.13,4197.95,4243.59,4203.59,4289.23,4615.38,4377.95,1
2487,4272.82,3982.56,4255.38,4103.59,4334.36,4616.92,4065.13,4626.15,4199.49,4222.56,4194.87,4274.36,4587.69,4337.95,0
6679,4245.64,4024.1,4233.85,4117.44,4341.03,4629.74,4066.15,4613.85,4180.51,4183.08,4157.95,4238.46,4545.64,4289.74,0
7345,4283.59,3980.51,4261.54,4108.21,4342.05,4624.62,4071.28,4629.74,4210.77,4234.36,4210.77,4286.15,4609.23,4356.41,0
8874,4294.36,4002.56,4265.64,4115.38,4330.26,4629.23,4072.31,4604.1,4192.82,4232.31,4200.0,4280.51,4617.95,4354.36,0
4832,4286.15,3973.33,4269.23,4105.13,4324.1,4625.64,4084.1,4626.15,4209.74,4244.62,4208.72,4291.28,4592.31,4360.0,0
5819,4328.21,3972.82,4251.79,4104.62,4341.03,4615.9,4082.05,4610.77,4201.54,4248.21,4207.18,4280.51,4600.0,4368.72,1
5541,4281.03,4005.13,4263.08,4123.59,4348.72,4622.05,4066.15,4618.46,4208.21,4233.33,4200.51,4273.33,4604.62,4346.15,0
5983,4353.33,4050.77,4348.72,4153.33,4374.36,4670.77,4115.9,4655.9,4231.79,4269.23,4243.08,4313.33,4644.1,4390.77,0
349,4307.18,3995.9,4266.67,4122.05,4341.03,4635.9,4062.05,4615.38,4209.23,4241.54,4222.05,4281.03,4611.79,4368.72,0
6844,4307.18,4011.79,4261.54,4136.41,4348.21,4633.33,4068.72,4613.85,4204.1,4230.77,4213.85,4269.23,4596.92,4348.21,0
3136,4297.95,3989.74,4264.62,4107.18,4347.69,4621.54,4065.64,4610.26,4206.67,4248.72,4213.85,4276.92,4612.82,4358.46,0
8985,4300.51,4059.49,4270.77,4130.77,4348.21,4620.51,4067.69,4591.79,4182.05,4210.26,4183.59,4280.51,4603.59,4337.95,0
1276,4279.49,3982.56,4252.31,4107.69,4349.74,4617.95,4066.67,4626.15,4209.23,4238.46,4213.85,4277.95,4605.13,4346.67,0
2047,4304.62,4005.64,4271.28,4127.18,4345.64,4625.13,4057.95,4599.49,4185.64,4224.62,4169.74,4272.82,4604.62,4361.54,0
6479,4298.46,4023.59,4268.21,4130.77,4350.77,4617.95,4083.59,4620.51,4206.15,4224.1,4211.79,4279.49,4590.26,4372.82,0
8042,4309.23,4039.49,4280.0,4145.64,4370.77,4642.05,4092.31,4668.21,4205.64,4232.82,4220.51,4293.33,4611.79,4352.31,0
7699,4306.15,3973.33,4263.59,4107.18,4343.59,4623.59,4106.15,4616.41,4190.77,4225.13,4206.15,4275.9,4595.9,4376.41,1
4085,4257.44,3988.21,4240.51,4101.03,4333.33,4616.41,4081.03,4607.69,4181.54,4211.79,4191.79,4260.0,4573.33,4306.15,0
3497,4296.92,4001.54,4263.08,4131.28,4324.62,4602.05,4055.9,4610.77,4191.79,4216.92,4203.08,4270.26,4604.62,4358.46,1
2443,4297.95,4062.56,4273.85,4139.49,4345.64,4624.1,4061.54,4595.38,4194.87,4216.41,4204.62,4280.0,4603.59,4356.92,0
4555,4316.92,4015.9,4260.51,4121.54,4332.31,4611.79,4081.03,4605.64,4188.21,4221.54,4160.51,4277.44,4607.69,4361.54,0
7670,4328.21,4009.74,4284.62,4137.44,4330.26,4611.28,4069.23,4624.62,4201.03,4221.03,4198.97,4290.26,4586.67,4371.79,1
1212,4306.67,4004.62,4277.95,4120.51,4338.46,4598.46,4037.44,4595.9,4181.54,4222.05,4203.59,4282.56,4613.85,4355.9,1
3467,4311.79,4016.92,4280.0,4127.18,4337.95,4617.95,4061.03,4606.15,4193.85,4221.54,4201.03,4276.41,4604.1,4365.13,1
2508,4266.15,4020.0,4234.87,4110.77,4345.13,4612.31,4062.56,4615.9,4178.46,4228.21,4199.49,4270.77,4571.79,4316.92,0
3708,4304.1,4023.59,4262.05,4120.51,4356.92,4622.56,4095.38,4600.0,4186.67,4224.62,4200.51,4284.62,4597.44,4358.46,0
7932,4294.87,3994.87,4248.72,4111.28,4333.85,4616.92,4050.77,4617.44,4191.28,4227.69,4195.38,4273.33,4593.33,4347.69,1
