id,V1,V2,V3,V4,V5,class
2128,-0.15016600000000002,-0.766544,1.052641,1.137694,0.869283,1
1714,-1.072586,-0.665582,0.88634,1.002131,-0.13658299999999998,0
3086,-0.568108,-0.786027,1.927693,0.546036,0.517124,0
57,-0.659119,-0.914319,0.385579,-1.764678,3.92366,1
2518,-1.180234,-2.5303560000000003,1.219644,-1.7404830000000002,-0.13658299999999998,0
2704,1.968295,-1.133086,-0.636061,-0.231969,-0.254741,0
1809,0.400271,0.765864,-0.131923,-0.765547,-0.486664,0
2255,-0.677262,-0.849226,-0.010169,2.232893,-1.472507,0
2396,-0.476814,0.969023,0.331485,0.034222,-0.638649,0
2417,-0.682717,0.247074,1.402327,0.769937,1.799188,0
2909,0.8749950000000001,0.251069,-1.112195,-0.6138560000000001,0.001548,0
2903,-0.737529,-0.172111,0.14616600000000002,1.142653,-0.99688,0
2700,0.8041229999999999,-0.171006,-1.005419,-0.595765,-0.017141,0
2381,-0.8038609999999999,-0.340747,-0.062577,1.612854,-1.889421,1
1832,-1.081158,-0.221238,1.278201,-1.282614,-0.815034,0
1441,0.763319,0.765969,0.889441,-0.8411559999999999,-0.349909,1
715,-0.672905,0.7347020000000001,-0.296558,-0.158885,-0.315654,0
1084,0.910722,0.624639,-1.1480549999999998,-0.659514,-0.26302800000000004,0
446,-0.5897100000000001,1.006952,0.78764,0.42102,0.415979,0
530,3.439827,-1.83872,-0.964791,-0.609313,-0.249927,0
1238,-0.6620739999999999,-0.481222,-0.189935,1.700045,-0.13658299999999998,1
533,0.52591,0.569379,-1.166201,-1.008378,2.45839,0
2063,-0.635215,0.5870270000000001,0.0562,-0.08375,0.14486,0
696,2.196201,-0.845303,-0.980587,-0.606133,0.103774,0
3121,-1.109422,-0.237594,1.744362,-1.533099,-0.13658299999999998,0
2646,-0.733925,-0.8522549999999999,-0.164535,1.952916,1.578719,0
1282,-0.653057,-0.6578069999999999,0.076477,2.177603,-0.13658299999999998,1
2090,-0.511087,0.38314,-0.129982,-0.807483,-0.359062,0
2394,-0.300645,2.171303,-1.400486,-0.120763,0.637203,0
2084,-0.376881,1.975747,-1.583644,0.001433,-0.414258,0
1872,0.842435,-0.6315529999999999,-0.932284,-0.564552,-0.045853,0
2356,-0.827833,-0.593831,-0.392313,0.407472,2.109062,0
1688,-0.116079,1.608568,-1.352306,-0.18323,-0.54178,0
942,-0.6017939999999999,0.025749,1.056952,-1.327813,-0.660474,0
2921,0.593498,0.181085,0.159706,0.366044,2.092142,1
456,-0.188074,-0.903336,0.050613,2.019932,-1.111509,0
858,2.8819220000000003,-0.968089,-0.959301,-0.388643,-0.22854,0
2340,-0.6553,-0.030146,1.378165,-1.187749,-0.643225,1
1825,-0.387643,1.276088,0.803114,0.345245,-0.13658299999999998,0
1321,1.6724279999999998,-0.71765,-0.946585,-0.361493,-0.221504,0
1029,-0.110266,2.525886,-1.311029,-0.770748,0.15714,0
1743,-0.663103,-0.28488800000000003,1.344321,-1.119831,-0.591382,0
3075,-1.0754290000000002,-0.66067,0.7523270000000001,-0.5005970000000001,-0.13658299999999998,1
1955,0.830895,0.17871199999999998,-0.332757,-0.149167,-0.4060760000000001,0
3033,-0.6873779999999999,-0.537172,0.7787470000000001,-1.493846,2.571103,1
2166,-0.132749,0.631184,0.338336,-0.859183,0.237478,0
2368,-0.839335,-1.086062,-0.216867,0.6126550000000001,3.098412,1
13,-0.802322,-0.661956,-0.378057,-1.48749,-0.13658299999999998,1
1237,-0.635123,-0.5977680000000001,0.192089,-0.001708,1.2189020000000002,1
2901,-0.546151,1.619649,-1.402622,-0.8266129999999999,-0.372799,0
1839,-0.645096,-0.211497,1.561074,-1.345925,-1.5798299999999998,1
559,-0.087152,-0.434359,1.202701,1.5088780000000002,-1.470193,1
1525,-0.205309,0.441291,-1.116298,-0.677347,-0.13658299999999998,0
1414,-0.327218,-0.182498,0.881661,-1.139343,-0.60129,1
1662,1.735661,0.646976,-1.218851,0.650695,-0.588425,0
