id,attr1,attr2,attr3,attr4,attr5,attr6,class
4082,1.672146,3.7278032,-0.32114211,1.780131,-0.37786573,0.45289835,0
3582,0.83200658,1.6487101000000002,-0.27606055,0.68729528,-0.37786573,1.2146748,0
2873,1.9814392,4.5815584000000005,-0.32114211,1.3294945,-0.37786573,0.41328597,0
3058,0.36535658,0.44991393,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
2551,-0.019142696,-0.38172329,-0.14081588,0.86704356,1.4697058,1.2329575000000002,0
1467,-0.014908122,-0.38172329,0.26491816,-0.85955255,-0.37786573,-0.94572324,0
6186,0.37077683,-0.24016802,-0.18589744,1.5780197,0.90315981,1.6656465,0
5942,-0.024224184,-0.35960528,-0.050652758,0.92991326,0.55362458,1.220769,0
5036,0.11450044,-0.26228603,0.67065219,1.067889,0.024086612,1.3487475,0
509,-0.29252676,-0.3949941,0.30999972,1.0569185,0.96390703,0.89777581,0
4203,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1823,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3468,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4555,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
867,0.31640491,0.83476733,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
5113,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2272,0.71394667,-0.44807732,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
5977,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1870,0.25237816,-0.35075807,-0.14081588,0.92274021,-0.37786573,1.1080261,0
5734,1.3553999,-0.44807732,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
62,-0.30336727,-0.41711211,-0.095734317,0.96155908,2.1256112000000003,1.2603813999999998,0
1923,0.08807670599999999,-0.036682315,0.35508128,0.41767287,0.75499585,1.1842038,0
618,0.28049573,0.020824514,-0.230979,1.4531242,1.0394377,0.91910555,0
655,0.17869658,-0.29325125,0.2198366,0.68096612,-0.37786573,1.4401607,0
3277,0.96564972,1.4098356,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
3763,0.13008367,-0.28440404,0.17475504,1.5290742,-0.37786573,0.55040574,0
2874,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
817,0.94447685,1.0692182,-0.32114211,1.1704215,-0.37786573,1.2938996,0
1689,0.16497656,-0.16939038,-0.18589744,1.0413066,1.5127063,1.0409898000000002,0
3587,0.11975132,-0.32421646,0.26491816,2.3290806,0.17169083,1.2238161,0
6652,-0.25746449,-0.32421646,2.3386699,0.537927,-0.37786573,1.1933451000000002,0
6016,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3114,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2194,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1215,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
757,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4612,0.74223362,2.1662716,-0.095734317,1.4193687,0.34968513,0.92824687,0
4186,0.28676289,1.4584952,1.1665493,0.31556235,-0.37786573,0.68143129,0
4319,1.3802992,-0.22689721,-0.50146835,1.4206345,4.6591489,1.0440369,0
2368,-0.23900175,-0.32421646,0.35508128,1.0737963,-0.37786573,0.96176503,0
6379,0.31826812,-0.31979286,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
322,-0.14042088,-0.17381398,-0.0055711987,0.59953087,-0.37786573,1.3243706,0
3340,0.51881752,-0.43923012,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
2887,0.069444582,-0.195932,-0.36622367,1.0974251,-0.37786573,1.0074716,0
927,0.10840266,-0.36845248,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
4055,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4955,-0.03726667,0.22873382,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
959,-0.058100772,0.24200463,0.49032595,-0.85955255,-0.37786573,-0.94572324,0
3427,-0.31522408,-0.41268851,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
6054,0.53558643,-0.12957796,-0.45638679,1.4564998,3.2450722,1.2725698,1
1811,-0.005083911599999999,-0.063223929,0.2198366,0.56704115,0.5409154,1.2938996,0
303,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
4870,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1765,0.10162734,-0.35960528,-0.14081588,0.50881284,1.2301083000000002,1.3548417,0
4340,0.38652945,0.3791363,-0.095734317,0.9341327,0.95508304,1.0714608,0
2173,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3902,0.24323148,-0.45250093,0.49032595,-0.85955255,-0.37786573,-0.94572324,0
2775,-0.50577988,-0.4082649,2.1132621,0.27041431,0.28093706,0.91605844,0
4560,-0.16261005,-0.28440404,-0.0055711987,1.0940496000000002,1.6183637,1.2847583,0
837,0.5726813000000001,-0.11188355,0.12967348,-0.85955255,-0.37786573,-0.94572324,0
1093,0.42057542,-0.08091833799999999,-0.41130523,1.4514364,-0.37786573,0.90691713,0
3460,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2771,-0.36586957,-0.37287609,2.9698117,-0.85955255,-0.37786573,-0.94572324,0
1464,0.2857466,0.3968307,-0.27606055,0.29446513,1.787534,0.44375703,0
4093,0.077574963,-0.43923012,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
1945,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
517,0.25068433,-0.45250093,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
2005,0.70920395,0.13583817,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
2738,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2592,-0.0093184852,-0.2003556,0.26491816,1.4535461,-0.37786573,1.3274177,0
3166,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
5446,-0.21410246,-0.38614689,0.53540751,-0.85955255,-0.37786573,-0.94572324,0
4749,0.86571378,-0.35960528,-0.230979,0.863668,0.66678891,0.96176503,0
3806,-0.39805233,-0.44365372,0.49032595,0.10965353,1.1094699,1.0531781999999998,0
272,2.1787703,2.617479,-0.095734317,1.5518591999999998,-0.37786573,0.8429279000000001,0
3103,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2154,0.40024946,0.056213332000000005,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
3779,-0.054035581,-0.26670963,0.58048907,0.47336952,-0.37786573,1.3030409,0
4536,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3674,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6309,0.95531736,0.90996856,-0.18589744,0.95607381,-0.37786573,0.77893868,0
3248,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2938,0.14583629,-0.11630716,3.8714429,-0.85955255,-0.37786573,-0.94572324,0
6550,0.72969928,1.3921412,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
2469,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6244,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
764,0.092480662,-0.44807732,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
5704,3.2150552,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
4611,-0.36214315,-0.33748727,1.0763862,0.052269101,-0.37786573,0.8947287,0
2868,1.3884295,3.8560877,-0.18589744,1.2586079,-0.37786573,0.56564127,0
3661,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
6210,0.97953912,1.5336965,0.40016284,0.33201818,0.19233501,0.74846762,0
208,0.57420574,0.89227416,-0.18589744,1.2927854,1.1825312,1.2390517,0
6117,0.16683977,-0.023411508,-0.14081588,0.74383582,-0.37786573,0.75456183,0
1493,0.67261723,-0.14284877,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
644,-0.012706144,-0.4082649,0.71573375,-0.85955255,-0.37786573,-0.94572324,0
1448,-0.439043,-0.44365372,0.08459192,0.21556155,-0.37786573,1.1720153,0
2039,-0.027103694,-0.41268851,-0.18589744,0.98054658,1.3273367,1.1080261,0
2238,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2893,0.18987585,0.10044935,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
74,0.8179478,0.23315742,0.26491816,0.96577852,-0.37786573,1.0257543,0
850,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
