id,V1,V2,V3,V4,V5,class
506,-0.355206,2.092919,-1.571181,-0.863331,-0.454252,0
2025,-0.873705,-0.818661,-0.218401,0.094919,-0.13658299999999998,0
1007,-1.069311,-0.143018,1.961277,-1.409406,-0.13658299999999998,0
51,0.017157,0.925383,0.205504,1.071507,-0.929469,1
1095,-0.678558,-0.93903,1.381201,0.640572,0.986287,0
170,-0.717154,-0.063693,1.344418,-1.186485,-0.13658299999999998,0
1984,-0.7186680000000001,0.285884,1.378543,0.62513,-0.13658299999999998,0
2827,-0.462179,0.48419,0.785122,0.273784,0.737262,0
2133,-0.60414,0.447495,2.019055,-1.498101,-0.13658299999999998,0
1853,-0.676491,0.305554,-0.131776,-0.162117,0.156598,0
2403,0.608974,-0.047501,-1.116786,-0.623412,0.012766,0
236,1.521752,0.414054,0.274647,-0.8774120000000001,-0.355002,0
720,0.051413,1.289765,1.0001790000000002,0.245619,-0.457066,1
1962,-0.607807,-0.702996,1.783932,-1.490905,1.634775,1
2339,-0.702431,0.38912,0.3974,0.109704,-0.486521,0
1101,-0.60292,-0.203531,1.357742,0.671177,1.7828580000000005,1
2088,0.126788,1.470963,-1.290757,0.716858,-0.62993,1
2697,-0.641265,0.109245,0.29213,-0.916804,0.240223,0
1037,-0.463106,0.8685709999999999,-0.09487,-0.100502,0.20258,0
1126,-0.797229,-0.714658,0.833867,2.160429,-0.13658299999999998,0
1210,-0.736054,-0.60531,0.111341,1.080659,-1.140589,0
2810,0.017759,1.7598509999999998,-1.201327,-0.704939,-0.345666,0
310,-0.399814,-0.156671,0.072224,0.938907,-1.036307,1
2050,-1.232858,-2.002776,-1.314272,0.6786270000000001,1.700755,0
65,-0.8109109999999999,-0.403973,0.01339,1.990128,-1.536322,1
2903,-0.737529,-0.172111,0.14616600000000002,1.142653,-0.99688,0
466,-0.492591,0.144801,1.036119,0.8985700000000001,-0.922247,1
2561,0.171253,0.691967,0.759005,0.430017,0.927271,1
1381,-0.495375,1.686084,-1.4590459999999998,1.489419,-0.929358,1
