id,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
7690,0.868192,5,0.361702,0.025639,0.611128,0.0015949999999999998,0.5152770000000001,0.817105,0
16883,0.022919,5,0.361702,0.052570000000000006,0.464445,0.003467,0.422915,0.414912,0
8700,0.433919,5,0.021277,0.044884,0.283844,0.003467,0.422915,0.414912,0
5320,0.429715,3,0.914894,0.06584,0.443618,0.003467,0.422915,0.414912,0
14626,0.018008,6,0.148936,0.064639,0.191758,0.003467,0.422915,0.414912,0
1174,0.911641,4,0.595745,0.101177,0.5022310000000001,0.006905,0.5802689999999999,0.30964899999999995,1
11499,0.0,2,0.808511,0.040711,0.497025,0.003467,0.422915,0.414912,0
5634,0.026901,5,0.93617,0.108502,0.439453,0.003467,0.422915,0.414912,1
25249,0.893943,7,0.042553,0.068902,0.5418029999999999,0.004236,0.544795,0.578509,0
16894,0.469537,4,0.446809,0.049748,0.525588,0.003307,0.498187,0.4403510000000001,1
2284,0.452237,2,0.787234,0.042903,0.7767029999999999,0.002829,0.634127,0.5956140000000001,1
24852,0.018583,5,0.425532,0.054281,0.528265,0.003467,0.422915,0.414912,0
10798,0.009778,7,0.680851,0.07601799999999999,0.42532,0.003467,0.422915,0.414912,1
956,0.8678819999999999,5,0.957447,0.029332,0.477983,0.001703,0.312791,0.771053,0
12811,0.018008,6,0.489362,0.069713,0.404195,0.003467,0.422915,0.414912,0
23381,0.4688729999999999,3,0.702128,0.029122,0.467867,0.001917,0.203263,0.71886,0
1356,0.455909,2,0.255319,0.035577,0.442725,0.002383,0.323666,0.6192979999999999,1
24096,0.42945,4,0.085106,0.047436,0.17911300000000002,0.003467,0.422915,0.414912,0
4363,0.8892530000000001,6,0.106383,0.030233,0.296043,0.001843,0.34205100000000005,0.568421,1
13854,0.031547000000000006,5,0.212766,0.072775,0.25781,0.003467,0.422915,0.414912,1
8957,0.872041,2,0.787234,0.028822000000000007,0.455222,0.000833,0.3739,0.719298,0
19330,0.893545,5,0.914894,0.041522,0.6687,0.002775,0.509839,0.557895,0
12954,0.018583,5,0.042553,0.047856,0.388575,0.003467,0.422915,0.414912,0
13069,0.8759790000000001,5,0.0,0.034046,0.380095,0.000995,0.339979,0.7692979999999999,0
22057,0.90788,2,0.765957,0.041582,0.458048,0.0028190000000000003,0.506732,0.397368,0
212,0.455732,5,0.0,0.037438,0.542696,0.002497,0.457794,0.705263,0
25228,0.872484,5,0.446809,0.040591,0.7337100000000001,0.002632,0.804505,0.303947,0
4935,0.00907,5,0.6382979999999999,0.044554,0.533918,0.003467,0.422915,0.414912,0
8546,0.876333,6,0.8510639999999999,0.028972,0.523059,0.001822,0.43682,0.773684,0
10921,0.903411,6,0.446809,0.083133,0.578994,0.005461,0.548421,0.558772,1
20721,0.4738729999999999,4,0.276596,0.042692,0.458197,0.00279,0.532108,0.463596,1
9502,0.893766,3,0.425532,0.076528,0.6658729999999999,0.005104,0.637235,0.439474,1
17655,0.460599,4,0.297872,0.030323000000000006,0.4364770000000001,0.002038,0.481098,0.479825,1
24184,0.906774,5,0.021277,0.042813,0.396608,0.002875,0.288452,0.522807,0
15800,0.4245390000000001,4,0.276596,0.056923,0.205891,0.003467,0.422915,0.414912,1
3940,0.001062,5,0.553191,0.043983,0.468313,0.003467,0.422915,0.414912,0
19590,0.86797,7,0.404255,0.046325,0.465635,0.002811,0.326515,0.808333,1
12446,0.465112,1,1.0,0.029542,0.30154699999999995,0.002023,0.336354,0.422807,0
25982,0.473563,4,0.595745,0.027591,0.503422,0.001834,0.5766439999999999,0.352632,1
10816,0.447325,3,0.595745,0.043233,0.634781,0.003039,0.599689,0.34693,0
12666,0.013451,7,0.93617,0.071905,0.443618,0.003467,0.422915,0.414912,1
2856,0.89412,4,0.446809,0.083133,0.707676,0.005654,0.7467630000000001,0.359649,0
8783,0.995443,7,0.085106,0.030413,0.348408,0.001911,0.378042,0.801754,0
12077,0.452369,5,0.765957,0.07974099999999999,0.8266879999999999,0.005422,0.70145,0.269737,1
20980,0.898013,2,0.425532,0.06743099999999999,0.7154119999999999,0.004553,0.657172,0.466667,0
21112,0.433521,3,0.255319,0.068242,0.413567,0.003467,0.422915,0.414912,0
557,0.911907,3,0.87234,0.03912,0.380839,0.002615,0.425945,0.429386,0
11616,0.474271,6,0.042553,0.024529,0.091044,0.0016350000000000002,0.18203,0.745614,0
17743,0.893677,1,0.148936,0.031374,0.200684,0.001909,0.315898,0.779825,0
24715,0.4251140000000001,3,0.489362,0.08379400000000001,0.5062479999999999,0.003467,0.422915,0.414912,1
6409,0.90757,2,0.021277,0.043653,0.27953,0.002887,0.31564000000000003,0.573246,0
11818,0.8901379999999999,5,0.914894,0.036658,0.670485,0.002511,0.55101,0.472368,0
22828,0.8725719999999999,7,0.148936,0.024709,0.148765,0.0008410000000000001,0.203521,0.832895,0
8267,0.8846950000000001,7,0.787234,0.03912,0.5290090000000001,0.002559,0.492491,0.614912,1
12597,0.452104,6,0.234043,0.033325,0.326391,0.002246,0.30347,0.712281,0
17858,0.031105,2,0.617021,0.102258,0.5178520000000001,0.003467,0.422915,0.414912,1
364,0.437901,5,0.6382979999999999,0.057554,0.48438,0.003467,0.422915,0.414912,1
9442,0.911818,1,0.0,0.043473000000000005,0.241148,0.0028710000000000003,0.329622,0.5956140000000001,0
26041,0.000752,5,1.0,0.124204,0.485272,0.003467,0.422915,0.414912,1
8966,0.030795,2,0.170213,0.074517,0.167658,0.003467,0.422915,0.414912,0
26685,0.022477,2,0.234043,0.06608,0.198899,0.003467,0.422915,0.414912,1
23504,0.8990309999999999,4,0.829787,0.081242,0.717495,0.005384000000000001,0.616002,0.57193,1
22604,0.86797,7,0.297872,0.033355,0.34439200000000003,0.002104,0.262817,0.8679819999999999,1
12471,0.02199,5,0.404255,0.057644000000000015,0.524695,0.003467,0.422915,0.414912,1
13587,0.000531,7,0.787234,0.07932,0.478578,0.003467,0.422915,0.414912,1
6085,0.991018,6,0.87234,0.029602,0.5496880000000001,0.001959,0.470999,0.6442979999999999,0
15015,0.447281,2,0.489362,0.087216,0.698155,0.006007,0.629208,0.397807,1
18246,0.867793,3,0.191489,0.034496,0.231181,0.001913,0.258156,0.7745609999999999,1
21038,0.890315,2,0.446809,0.028912,0.673312,0.002023,0.6517350000000001,0.404386,0
6445,0.90319,1,0.93617,0.082803,0.350788,0.005235,0.31797,0.711404,1
16173,0.022565,4,0.425532,0.099706,0.513091,0.003467,0.422915,0.414912,1
5939,0.03137,1,0.106383,0.040351,0.101607,0.003467,0.422915,0.414912,0
8740,0.009823,1,0.6382979999999999,0.044824,0.484528,0.003467,0.422915,0.414912,0
10092,0.425689,2,0.340426,0.102768,0.540762,0.003467,0.422915,0.414912,1
5834,0.018583,5,0.723404,0.046746,0.434097,0.003467,0.422915,0.414912,0
13009,0.885978,1,0.085106,0.050769,0.22404,0.00329,0.324443,0.704825,1
2641,0.429627,1,0.978723,0.06584,0.427551,0.003467,0.422915,0.414912,0
15053,0.903234,2,0.276596,0.071995,0.409551,0.005041,0.402123,0.48114,1
10994,0.438122,3,0.723404,0.067942,0.452098,0.003467,0.422915,0.414912,1
15694,0.872041,2,0.659574,0.028011,0.648319,0.001762,0.5095810000000001,0.772807,0
21095,0.442724,3,0.446809,0.07896,0.5563819999999999,0.005415,0.555412,0.376754,0
14940,0.872085,3,0.191489,0.022037,0.216602,0.000868,0.280425,0.8635959999999999,0
23278,0.474271,6,0.085106,0.019605,0.042547,0.001298,0.112895,0.8684209999999999,0
17684,0.022787,2,0.148936,0.067041,0.166766,0.003467,0.422915,0.414912,0
26549,0.439051,3,0.255319,0.053321,0.322672,0.003467,0.422915,0.414912,0
19723,0.451617,2,0.595745,0.038279,0.578697,0.002563,0.617038,0.471053,0
4224,0.014247,4,0.340426,0.040591,0.548349,0.003467,0.422915,0.414912,0
22075,0.456528,2,0.340426,0.047616000000000006,0.6669149999999999,0.003132,0.658208,0.496491,1
2523,0.022211,3,0.425532,0.082923,0.489884,0.003467,0.422915,0.414912,1
9717,0.451263,1,0.340426,0.032214,0.382922,0.0016699999999999998,0.212066,1.0,0
18863,0.03137,1,0.06383,0.040351,0.135674,0.003467,0.422915,0.414912,0
25402,0.894164,5,0.276596,0.060436,0.552663,0.003978,0.587002,0.5355260000000001,0
11249,0.425202,5,0.404255,0.062748,0.491372,0.003467,0.422915,0.414912,0
24541,0.424804,3,0.148936,0.056923,0.08673,0.003467,0.422915,0.414912,0
17421,0.907747,6,0.170213,0.041552,0.168551,0.002715,0.248317,0.663596,0
12554,0.877085,2,0.446809,0.05743400000000001,0.5861350000000001,0.004057,0.51217,0.181579,1
13904,0.02668,7,0.489362,0.050498,0.274621,0.003467,0.422915,0.414912,0
14104,0.004159,6,0.957447,0.043983,0.356442,0.003467,0.422915,0.414912,0
13732,0.8855360000000001,5,0.489362,0.028942,0.520827,0.002015,0.629467,0.324561,0
16569,0.438255,6,0.106383,0.049598,0.203511,0.003467,0.422915,0.414912,0
14391,0.4249810000000001,7,0.6382979999999999,0.058394000000000015,0.221363,0.003467,0.422915,0.414912,0
9870,0.452015,4,0.914894,0.033626,0.609194,0.002291,0.475401,0.5491229999999999,0
5362,0.902748,5,0.06383,0.067131,0.37474,0.004414,0.483687,0.622368,1
2557,0.898898,1,0.148936,0.043413,0.136864,0.002856,0.29622,0.565789,0
7691,0.898367,3,0.574468,0.053771000000000006,0.522017,0.003542,0.612118,0.420175,0
15149,0.00469,4,0.446809,0.119731,0.625855,0.003467,0.422915,0.414912,0
4204,0.000929,2,0.148936,0.081122,0.20366,0.003467,0.422915,0.414912,0
16174,0.8896950000000001,2,0.553191,0.028972,0.589408,0.07775,0.6038319999999999,0.14166700000000002,0
4959,0.867041,7,0.87234,0.031374,0.286076,0.002129,0.188503,0.614474,1
15818,0.8981020000000001,6,0.765957,0.037979,0.635525,0.00257,0.673485,0.395175,0
26351,0.000177,6,0.382979,0.080581,0.4235350000000001,0.003467,0.422915,0.414912,0
19272,0.889784,4,0.787234,0.176924,0.912824,0.012013,0.750388,0.358333,1
10563,0.030707,7,0.148936,0.06944299999999999,0.051473000000000005,0.003467,0.422915,0.414912,0
12176,0.8809790000000001,7,0.319149,0.028942,0.302886,0.0008449999999999999,0.263853,0.838158,1
578,0.021857,2,0.553191,0.087997,0.475454,0.003467,0.422915,0.414912,1
26576,0.8898280000000001,5,0.8510639999999999,0.096673,0.784885,0.006658,0.656137,0.399561,1
11060,0.898058,3,0.723404,0.07499700000000001,0.724784,0.004911,0.625065,0.683772,1
24754,0.8808020000000001,3,0.8510639999999999,0.027321,0.401369,0.001811,0.457017,0.642105,0
3826,0.4602890000000001,4,0.957447,0.039,0.497769,0.002651,0.383998,0.448246,0
1388,0.468962,5,0.765957,0.029092000000000007,0.427551,0.00199,0.401346,0.360965,0
19291,0.473829,3,0.340426,0.028852,0.5620350000000001,0.001917,0.516054,0.616667,0
12392,0.460555,3,0.87234,0.027801,0.462065,0.001857,0.5015539999999999,0.589912,1
26936,0.907969,4,0.255319,0.230455,0.472627,0.01564,0.631797,0.373684,1
11907,0.8714219999999999,2,0.06383,0.026,0.178072,0.0008410000000000001,0.335318,0.732895,0
22884,0.031636000000000004,7,0.340426,0.074817,0.30006,0.003467,0.422915,0.414912,1
9316,0.013451,7,0.106383,0.059625,0.228057,0.003467,0.422915,0.414912,0
21788,0.004602,2,0.0,0.063648,0.430378,0.003467,0.422915,0.414912,0
15904,0.473652,6,0.5319149999999999,0.030323000000000006,0.616334,0.002036,0.679959,0.324561,0
13844,0.014113999999999996,1,0.574468,0.061217,0.4787270000000001,0.003467,0.422915,0.414912,1
20576,0.474315,7,0.255319,0.024739,0.127343,0.001645,0.088555,0.787719,0
8160,0.8900049999999999,2,0.234043,0.02627,0.259893,0.0017010000000000007,0.342828,0.6188600000000001,0
21339,0.008849,7,0.93617,0.041882,0.471437,0.003467,0.422915,0.414912,0
5519,0.018672,7,0.595745,0.057464,0.300506,0.003467,0.422915,0.414912,0
23962,0.023185,4,0.914894,0.075177,0.402559,0.003467,0.422915,0.414912,1
1397,0.018185,3,0.8510639999999999,0.046866000000000005,0.4169890000000001,0.003467,0.422915,0.414912,0
22081,0.031503,4,0.340426,0.06653099999999999,0.504165,0.003467,0.422915,0.414912,0
18364,0.8725280000000001,6,0.0,0.030954,0.387682,0.001984,0.384775,0.8263159999999999,0
11942,0.014203,3,0.893617,0.040711,0.433204,0.003467,0.422915,0.414912,0
20523,0.902615,2,0.382979,0.10556,0.5816720000000001,0.0071870000000000015,0.6046090000000001,0.264912,1
4215,0.031016,7,0.595745,0.059265,0.218387,0.003467,0.422915,0.414912,0
5186,0.881288,7,0.702128,0.029392,0.310771,0.001897,0.306836,0.604825,0
18357,0.907393,5,0.702128,0.076558,0.464594,0.0052060000000000006,0.509322,0.314474,1
17703,0.425778,4,0.12766,0.06968300000000001,0.140881,0.003467,0.422915,0.414912,0
7923,0.907172,7,0.787234,0.104449,0.521571,0.006936,0.524081,0.443421,1
4382,0.898589,1,0.5319149999999999,0.09265,0.5544479999999999,0.00564,0.28638,0.84386,1
3964,0.451794,6,0.723404,0.050588,0.7045520000000001,0.003324,0.626359,0.513158,0
13366,0.460643,5,0.744681,0.102018,0.616632,0.006813,0.510357,0.550439,1
2960,0.434671,1,0.744681,0.053921,0.379054,0.003467,0.422915,0.414912,1
21254,0.8678379999999999,4,0.6382979999999999,0.034436,0.571705,0.002256,0.683325,0.284211,1
13358,0.893589,6,0.6382979999999999,0.06668099999999999,0.583457,0.004481000000000001,0.610306,0.434649,0
7493,0.428963,7,0.234043,0.055241999999999986,0.096995,0.003467,0.422915,0.414912,0
12660,0.464448,7,0.404255,0.028672000000000007,0.420262,0.001915,0.32677399999999995,0.549561,0
11680,0.02199,5,0.829787,0.047286,0.412972,0.003467,0.422915,0.414912,0
20648,0.8902700000000001,1,0.808511,0.12831800000000002,0.685213,0.008702,0.5056970000000001,0.570175,1
19866,0.030751,1,0.744681,0.095473,0.491669,0.003467,0.422915,0.414912,1
16649,0.911243,2,0.042553,0.043053,0.224189,0.00285,0.372346,0.5245609999999999,1
8519,0.027123,3,0.723404,0.05215,0.428593,0.003467,0.422915,0.414912,0
25172,0.8767309999999999,1,0.489362,0.029963,0.445254,0.001886,0.431383,0.6245609999999999,1
23395,0.44352,7,0.382979,0.087366,0.610533,0.005841,0.422579,0.567105,1
3720,0.460245,3,0.468085,0.044644,0.521273,0.003068,0.553081,0.240789,0
6038,0.005133,7,0.914894,0.05632300000000001,0.414758,0.003467,0.422915,0.414912,0
9339,0.903367,5,0.021277,0.064609,0.426659,0.004308,0.419213,0.5758770000000001,1
6625,0.871554,5,0.787234,0.028161,0.589705,0.001803,0.482134,0.618421,0
3577,0.447547,1,0.234043,0.01306,0.16155899999999998,0.00086,0.093734,0.601754,0
23826,0.902571,1,0.702128,0.049838,0.268521,0.00333,0.280166,0.549561,0
4509,0.907172,7,0.12766,0.049418,0.188783,0.003195,0.329622,0.701754,0
7504,0.43414,3,0.170213,0.049297,0.179411,0.003467,0.422915,0.414912,0
19602,0.894783,5,0.255319,0.083764,0.496132,0.005538,0.485759,0.546053,0
18649,0.903367,5,0.191489,0.024469,0.155906,0.001597,0.236406,0.649123,0
26061,0.42976,4,0.06383,0.049838,0.200238,0.003467,0.422915,0.414912,0
8727,0.898013,2,0.191489,0.031644,0.234008,0.002054,0.287157,0.7087720000000001,0
3908,0.885094,2,0.978723,0.039810000000000005,0.513538,0.002661,0.433972,0.490789,0
3368,0.425645,1,0.8510639999999999,0.074427,0.327581,0.003467,0.422915,0.414912,1
15296,0.460068,6,0.914894,0.027021,0.424576,0.001791,0.381409,0.4758770000000001,0
10162,0.4643600000000001,5,0.765957,0.033535,0.516067,0.002283,0.482393,0.401316,1
25544,0.425158,4,0.191489,0.056923,0.168997,0.003467,0.422915,0.414912,0
6881,0.443122,5,0.595745,0.049327,0.477239,0.003932,0.546867,0.390351,0
10995,0.8894299999999999,3,0.680851,0.029933,0.594317,0.0021,0.558001,0.375877,0
66,0.005044,5,0.87234,0.042572000000000006,0.554002,0.003467,0.422915,0.414912,0
23449,0.8802709999999999,5,0.340426,0.046866000000000005,0.518447,0.003257,0.509322,0.210088,1
1436,0.894385,3,0.893617,0.06605,0.6734600000000001,0.004416,0.587519,0.453509,0
8793,0.893943,7,0.212766,0.036418,0.244421,0.00157,0.314604,0.794298,0
25843,0.03199,1,0.042553,0.018344,0.081077,0.003467,0.422915,0.414912,0
26434,0.027255,6,0.6382979999999999,0.074817,0.298721,0.003467,0.422915,0.414912,0
4026,0.023141,3,0.978723,0.08946799999999999,0.40598,0.003467,0.422915,0.414912,1
25423,0.8986770000000001,3,0.170213,0.029092000000000007,0.230735,0.001903,0.304247,0.651316,0
22960,0.8758020000000001,1,0.659574,0.028161,0.311217,0.00141,0.266701,0.841667,1
10899,0.424583,5,0.106383,0.055241999999999986,0.084201,0.003467,0.422915,0.414912,0
24266,0.425291,7,0.978723,0.075237,0.286968,0.003467,0.422915,0.414912,0
954,0.433786,2,0.8510639999999999,0.047736,0.394823,0.003467,0.422915,0.414912,0
18191,0.8669969999999999,6,0.93617,0.032214,0.42889,0.001757,0.16830699999999998,0.793421,1
7819,0.911464,7,0.829787,0.050709,0.378608,0.0032700000000000003,0.35189000000000004,0.687719,1
10962,0.026282,5,0.276596,0.102768,0.442428,0.003467,0.422915,0.414912,1
23515,0.451927,2,0.617021,0.033626,0.5360010000000001,0.002206,0.6012430000000001,0.525877,0
3983,0.433698,7,0.042553,0.040801,0.149807,0.003467,0.422915,0.414912,0
17659,0.87651,3,0.382979,0.031104000000000007,0.587623,0.00198,0.547126,0.683333,1
4270,0.880757,2,0.659574,0.029422000000000007,0.27625700000000003,0.000976,0.211289,0.860088,1
17932,0.8769520000000001,6,0.425532,0.037198,0.5645640000000001,0.002555,0.529259,0.32763200000000003,1
7028,0.018716,1,0.957447,0.075057,0.450312,0.003467,0.422915,0.414912,1
9740,0.425778,4,0.93617,0.082983,0.4390060000000001,0.003467,0.422915,0.414912,0
21219,0.460466,1,0.702128,0.02669,0.310324,0.0017989999999999996,0.328068,0.657018,1
9343,0.433742,1,0.595745,0.075027,0.516364,0.003467,0.422915,0.414912,1
25046,0.89881,6,0.319149,0.053951,0.563523,0.003569,0.588296,0.454825,0
20997,0.429273,7,0.382979,0.076138,0.402112,0.003467,0.422915,0.414912,1
24006,0.469714,1,0.553191,0.045034,0.378012,0.003004,0.281719,0.658772,1
470,0.447193,7,0.212766,0.01285,0.178072,0.0008349999999999999,0.211548,0.596491,0
17521,0.461086,1,0.702128,0.028191,0.252306,0.001909,0.176851,0.5280699999999999,0
1945,0.022964,6,0.085106,0.047076,0.217495,0.003467,0.422915,0.414912,0
6322,0.022079,7,0.659574,0.07325599999999999,0.256174,0.003467,0.422915,0.414912,1
816,0.433875,4,0.8510639999999999,0.045334,0.389319,0.003467,0.422915,0.414912,0
26323,0.434583,6,0.659574,0.047526,0.293216,0.003467,0.422915,0.414912,1
11860,0.46551,3,0.468085,0.055512,0.5239510000000001,0.00381,0.483946,0.356579,1
11082,0.023141,3,0.510638,0.090969,0.478578,0.003467,0.422915,0.414912,0
9169,0.447193,7,0.765957,0.059385,0.7146680000000001,0.004209,0.53884,0.401754,1
25112,0.425025,1,0.829787,0.06584,0.367004,0.003467,0.422915,0.414912,0
3583,0.912128,1,0.914894,0.043773,0.330705,0.0028710000000000003,0.261781,0.687281,1
18726,0.021857,2,0.297872,0.056263,0.375781,0.003467,0.422915,0.414912,0
25127,0.451661,3,0.191489,0.030113,0.268224,0.001801,0.29233600000000004,0.838158,0
12867,0.009115,6,0.191489,0.061517,0.20604,0.003467,0.422915,0.414912,1
24809,0.442901,7,0.340426,0.046836,0.408509,0.003145,0.291559,0.552632,0
13370,0.0008410000000000001,7,0.148936,0.07661799999999999,0.101904,0.003467,0.422915,0.414912,0
15719,0.004734,5,0.617021,0.07511699999999999,0.526629,0.003467,0.422915,0.414912,0
3888,0.880448,2,0.425532,0.040441000000000005,0.5969949999999999,0.002786,0.51217,0.319298,1
20750,0.018008,6,0.297872,0.069713,0.29128200000000004,0.003467,0.422915,0.414912,0
22728,0.477988,2,0.0,0.028912,0.266587,0.001965,0.299327,0.441667,1
22661,0.000752,5,0.446809,0.083103,0.5423979999999999,0.003467,0.422915,0.414912,1
3923,0.455865,1,0.382979,0.036538,0.549836,0.001834,0.242879,0.7254390000000001,0
18079,0.907924,3,0.702128,0.050919,0.488694,0.003544,0.575867,0.194737,0
15065,0.88151,5,0.808511,0.027321,0.528265,0.001849,0.606422,0.339474,0
