id,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
5618,0.8944290000000001,4,0.319149,0.07406599999999999,0.693246,0.005031,0.67478,0.4337720000000001,1
26445,0.434361,1,0.297872,0.051039,0.468462,0.003467,0.422915,0.414912,0
25802,0.8984120000000001,4,0.276596,0.07851,0.520976,0.005147,0.511134,0.594298,1
8741,0.876466,2,0.234043,0.032905000000000004,0.376376,0.002019,0.377525,0.739035,1
26541,0.018141,2,0.446809,0.063408,0.53615,0.003467,0.422915,0.414912,0
1791,0.424893,5,0.595745,0.097274,0.420262,0.003467,0.422915,0.414912,1
18753,0.995443,7,0.0,0.040261,0.515323,0.002609,0.410668,0.772807,0
20065,0.898279,1,0.914894,0.080371,0.527075,0.003808,0.399534,0.688596,1
21339,0.008849,7,0.93617,0.041882,0.471437,0.003467,0.422915,0.414912,0
8909,0.902659,3,0.021277,0.097814,0.4759,0.006490999999999999,0.4448470000000001,0.562281,1
19974,0.902615,2,1.0,0.09175,0.494496,0.006076,0.495339,0.498246,1
14991,0.460201,2,0.340426,0.047016,0.529158,0.003191,0.586225,0.237719,1
20401,0.8761559999999999,5,0.702128,0.074036,0.458643,0.005056000000000001,0.6051270000000001,0.33684200000000003,1
12611,0.907747,6,0.93617,0.048697,0.419518,0.003292,0.367685,0.477193,0
7576,0.473165,2,0.489362,0.045515,0.585242,0.003035,0.525375,0.471053,1
11935,0.005354,5,0.361702,0.064519,0.6512939999999999,0.003467,0.422915,0.414912,0
10671,0.894651,2,0.829787,0.086346,0.788456,0.005561,0.650699,0.682895,1
9944,0.903456,7,0.723404,0.032485,0.309283,0.002106,0.188503,0.757456,0
8926,0.009203,1,0.680851,0.103339,0.614103,0.003467,0.422915,0.414912,1
11399,0.911464,7,0.765957,0.044073,0.371764,0.002854,0.345158,0.740351,0
23489,0.86797,7,0.744681,0.036568,0.425022,0.002285,0.306577,0.802193,0
15342,0.8896069999999999,7,0.5319149999999999,0.091299,0.435436,0.003704,0.375453,0.6596489999999999,1
13370,0.0008410000000000001,7,0.148936,0.07661799999999999,0.101904,0.003467,0.422915,0.414912,0
6143,0.022964,6,0.93617,0.089288,0.299018,0.003467,0.422915,0.414912,1
3680,0.434184,4,0.148936,0.046205,0.16022,0.003467,0.422915,0.414912,0
19286,0.452325,4,0.595745,0.033025,0.533918,0.002223,0.642413,0.483772,0
4586,0.912084,7,0.723404,0.043203,0.32579600000000003,0.002906,0.331176,0.514474,0
24419,0.875935,4,0.191489,0.048127,0.240851,0.001286,0.29596100000000003,0.7219300000000001,1
14661,0.013893,3,0.702128,0.043203,0.550283,0.003467,0.422915,0.414912,0
4683,0.424804,3,0.6382979999999999,0.058394000000000015,0.375632,0.003467,0.422915,0.414912,0
3196,0.000531,7,0.12766,0.044104,0.112764,0.003467,0.422915,0.414912,0
7659,0.469581,5,0.8510639999999999,0.045845,0.407914,0.003105,0.368203,0.335088,1
21886,0.013008,4,0.595745,0.041281,0.5011899999999999,0.003467,0.422915,0.414912,0
4011,0.8898280000000001,5,0.191489,0.07977100000000001,0.280422,0.005091,0.405489,0.762281,0
1672,0.000708,4,0.042553,0.106761,0.448676,0.003467,0.422915,0.414912,0
17869,0.872484,5,0.361702,0.035337,0.665724,0.002283,0.692387,0.398246,0
11685,0.459935,3,0.893617,0.036508,0.48676,0.0025280000000000003,0.437079,0.34780700000000003,0
14535,0.455644,3,0.553191,0.038489,0.573639,0.002665,0.590368,0.430263,0
20681,0.000133,5,0.276596,0.077039,0.401517,0.003467,0.422915,0.414912,1
2751,0.446794,5,0.808511,0.07130399999999999,0.665129,0.004825,0.536251,0.54386,1
24643,0.8850049999999999,7,0.659574,0.089138,0.368938,0.005827000000000001,0.29233600000000004,0.623246,1
22355,0.469581,5,0.5319149999999999,0.055272,0.550431,0.003658,0.497929,0.47193,1
12559,0.90319,1,0.468085,0.081512,0.367301,0.002902,0.23148600000000005,0.6890350000000001,1
11253,0.455467,6,0.170213,0.028552,0.264653,0.001926,0.306059,0.7210529999999999,0
25204,0.44237,2,0.468085,0.06175700000000001,0.5315380000000001,0.004242,0.471776,0.500526,1
4323,0.433476,2,0.914894,0.053621,0.437519,0.003467,0.422915,0.414912,0
8886,0.47343,1,0.106383,0.024108,0.112467,0.001645,0.180218,0.508333,0
19000,0.017875,3,0.765957,0.097574,0.587325,0.003467,0.422915,0.414912,1
2972,0.898544,7,0.5319149999999999,0.090068,0.476941,0.005544,0.35448,0.716228,1
14168,0.4377680000000001,2,0.87234,0.044134,0.358673,0.003467,0.422915,0.414912,0
15345,0.018097,1,0.723404,0.089258,0.479024,0.003467,0.422915,0.414912,1
11122,0.004248,1,0.659574,0.093191,0.472181,0.003467,0.422915,0.414912,1
176,0.013982,5,0.234043,0.061967,0.311514,0.003467,0.422915,0.414912,0
3071,0.474138,3,0.382979,0.029633,0.537935,0.002032,0.412481,0.57807,0
19778,0.43445,3,0.680851,0.049538,0.5108600000000001,0.003467,0.422915,0.414912,0
