id,V1,V2,V3,V4,V5,class
2650,-0.17081,-0.7791140000000001,-0.12423499999999997,2.163793,-1.096602,1
1804,-0.213466,1.610577,0.8519129999999999,0.087995,-0.490439,0
3125,-0.676823,0.83009,-0.050224,-0.030108,-0.13658299999999998,0
2504,-0.814771,-0.7283609999999999,-0.25249,0.188103,3.790847,0
2196,-0.080299,0.952502,-1.26909,-0.7429680000000001,-0.13658299999999998,0
2915,-0.30551500000000004,1.451634,-1.283096,-0.112059,1.922377,0
810,1.879035,-0.754699,-0.555509,0.806031,-0.674054,0
2553,-0.502235,-0.800729,-0.023348,1.432949,1.774346,1
2738,-0.054024,1.240344,0.747875,0.309858,1.3144559999999998,1
792,-0.470293,0.509571,0.8268969999999999,0.631174,1.828096,1
2823,0.44783,-0.563947,-0.555972,-0.632225,0.074643,0
1182,-0.535784,-0.814013,0.641319,0.401786,1.318827,0
1052,-0.6691600000000001,-0.8184739999999999,1.431697,0.5523819999999999,0.905235,1
1881,-0.55205,0.8556809999999999,0.656144,0.351038,-0.5775170000000001,0
3195,-0.26652800000000004,-0.336277,0.817032,1.108819,2.366663,1
1316,-0.368606,1.5797450000000002,0.158932,0.737843,0.814055,1
1424,0.931625,0.341967,-1.128638,-0.625738,-0.13658299999999998,0
1503,0.226247,1.2381,0.827881,-0.979235,-0.418247,1
2469,-0.772347,-0.990765,-0.07446,2.080921,-1.332167,1
1920,-0.423779,-0.974252,1.018224,1.362368,2.81312,1
2103,-0.115778,0.6222770000000001,-1.339583,-0.7861630000000001,0.390539,0
185,-0.800463,-0.840764,0.373973,1.507937,-1.093485,1
483,-0.661299,-0.842073,-0.16736800000000002,-1.273178,-0.13658299999999998,0
2152,-0.626162,0.30506,2.500237,-1.622247,-0.76578,0
734,0.382093,-0.776467,1.0289549999999998,0.297173,-0.566829,1
3076,-0.525803,-0.576878,0.332728,1.48505,-1.499548,1
2561,0.171253,0.691967,0.759005,0.430017,0.927271,1
1755,0.200669,-0.261176,0.056254999999999986,-0.113833,0.29252100000000003,0
2745,-1.015841,-0.8893280000000001,0.6072810000000001,1.659004,-1.167867,0
1907,1.462909,1.038137,-0.243419,0.07367699999999999,0.385998,0
841,-0.660051,0.936228,0.031915,-0.173966,0.155116,0
2424,-0.531105,-0.536165,0.25551,1.467336,-1.7622240000000002,1
2239,-0.557847,-0.589777,1.7261650000000002,0.623859,0.7582760000000001,0
2866,-0.8296979999999999,-0.929605,0.15216500000000002,0.5349470000000001,-1.106144,1
543,-0.731775,-0.553918,0.572864,1.669186,-1.212237,1
700,-0.766175,-0.682492,0.047672000000000006,2.178746,-1.619465,1
1292,-0.728383,-0.308362,1.490286,-1.589053,-0.13658299999999998,0
1269,0.264384,-0.149703,1.804842,-1.1244120000000002,-0.51503,1
1489,-0.096497,1.449836,-1.219016,-0.235225,0.116148,0
2514,0.183933,1.500761,-1.4055879999999998,0.80647,-0.636153,0
2796,-0.276444,0.020226,1.063954,1.354936,-0.831125,1
663,0.331192,-0.735336,2.241222,-1.286852,-0.5687399999999999,1
409,0.608183,-0.100153,-1.132197,-0.62317,-0.002948,0
398,-0.6418,-0.823401,-0.381017,1.278316,1.094332,1
2335,-0.808372,-0.546566,-0.112903,2.047803,-0.13658299999999998,1
2656,-0.5677439999999999,-0.622138,-0.106228,1.1795,2.190157,1
2109,1.31108,-0.044305,0.458496,0.844259,-0.632108,0
1500,-0.642242,0.80995,0.274517,0.206292,-0.13658299999999998,0
1466,0.971789,-0.61924,-0.929432,-0.419601,-0.055724,0
680,0.343222,1.20554,-1.268547,-0.167209,1.604112,0
60,-1.103891,-0.193872,1.949358,-1.55975,-0.8586459999999999,0
1287,-0.207088,0.029015,1.622591,1.392034,-0.868441,1
3003,-0.598366,-0.397413,0.440526,2.409094,-1.550711,1
1790,-0.517601,0.105332,0.8167399999999999,1.460042,-1.001563,1
