id,V1,V2,V3,V4,V5,class
2745,-1.015841,-0.8893280000000001,0.6072810000000001,1.659004,-1.167867,0
2512,-0.590171,-0.483704,-0.216547,1.898556,-1.321456,0
123,-0.595936,1.810106,-0.0554,-0.01291,-0.6657890000000001,0
2684,-0.768939,-1.060945,-0.187841,1.713202,2.337494,0
2813,-0.703159,-1.036904,-0.138173,1.836223,2.027933,1
425,-0.6444479999999999,-0.257475,2.157294,-1.545763,0.994191,0
1876,-0.341856,0.333848,1.151222,1.663788,-0.967923,1
2441,-0.13583199999999998,1.209147,1.0556020000000002,-1.032527,0.286184,0
1780,-0.482463,-0.123783,1.6944279999999998,-1.4702,-0.13658299999999998,0
1953,-0.5664060000000001,0.228121,1.6727299999999998,-1.302622,-0.13658299999999998,0
2841,1.647589,-0.643587,-0.399418,-0.77104,0.6242989999999999,0
200,-0.839197,-0.666424,-0.498764,0.393819,-0.13658299999999998,1
1184,-0.285792,-0.339419,0.389663,0.956333,2.9938290000000003,1
524,1.987008,-0.718436,-0.420938,-0.053588,0.641306,0
2621,-0.447161,0.997693,1.365987,-1.183189,-0.592148,0
877,0.227446,-0.90177,1.076468,0.562185,-0.552438,1
3105,-0.41886,-0.645713,1.489951,1.6414529999999998,-1.144084,1
233,-0.52677,-0.990132,1.195569,0.846582,1.178976,1
3165,0.219458,1.862652,-1.284376,0.028963,0.935081,0
1411,-0.606698,-0.151372,-0.015472,1.118762,-1.421849,1
1910,2.193709,-1.756888,-0.621691,-0.350754,-0.384762,0
2421,1.439817,-0.105582,-0.5007,-0.206084,-0.251606,0
487,1.194699,1.122808,-1.232689,-0.688229,-0.34248,0
2209,-0.330912,1.067136,-0.068016,0.018553,-0.769489,0
1302,1.653982,-0.353302,-0.984723,-0.344136,0.024499,0
2222,-1.188258,-0.20339,0.062917,-1.005995,0.212825,0
444,-0.78068,-0.460721,1.011201,2.02872,-1.305633,0
1242,2.324169,-0.62266,-0.985366,-0.224845,-0.288962,0
1927,-0.79122,-0.308479,1.586241,-1.405747,-0.624088,0
2695,-0.335139,2.557411,-1.465607,-0.8012520000000001,-0.42237,0
1139,1.5732,-2.017221,-0.529913,-0.16896,-0.351818,0
1621,-0.8372299999999999,-0.999447,0.007023000000000001,0.440986,-0.13658299999999998,1
1908,-0.8621270000000001,-1.042468,-0.4688100000000001,0.102272,0.902037,0
1102,-0.654904,0.021707,1.188826,-1.260461,-0.13658299999999998,0
1456,-0.226306,1.434726,1.02366,0.322268,-0.485217,1
1874,-0.224209,1.618826,-1.279587,-0.169439,-0.6174890000000001,0
103,-0.395159,0.285966,1.870173,-1.369024,0.5625829999999999,1
2986,-0.740196,0.182542,1.843364,-1.414466,-0.13658299999999998,0
1207,1.564827,-0.450744,-0.420071,-0.619596,-0.240873,0
1352,1.7450580000000002,-1.148319,0.997985,-0.99935,0.330228,0
1597,0.081183,0.471477,0.5586220000000001,-0.966166,-0.38024,1
3221,-0.688346,-0.25294,1.69888,-1.332508,-0.13658299999999998,0
2141,1.918873,-0.024847,-1.123708,-0.31381,0.349482,0
2242,-0.230463,-0.970138,0.856246,0.401912,1.1125969999999998,1
2688,-0.586526,-0.0434,1.547016,-1.260261,-0.8964,0
690,-0.619642,-0.376407,1.085706,-1.2448290000000002,-0.756908,1
2307,-0.026277,0.08531,-1.1774440000000002,-0.627501,-0.244455,0
2508,-0.8568549999999999,-1.067926,-0.379346,0.403728,-0.13658299999999998,0
2922,-1.146338,-0.940974,-0.111265,1.772911,-2.367461,1
1846,-0.538794,-0.530392,0.803211,1.448065,-1.884956,1
2327,2.930657,-1.7545580000000005,-0.675033,-0.591987,0.004884,0
1674,-0.8265290000000001,-0.659547,-0.478196,0.226002,-0.13658299999999998,1
423,-0.490619,0.599941,0.78791,-1.155017,-0.626951,0
2734,-0.020252000000000003,2.0722150000000004,-1.525277,0.237302,0.36272,0
2079,-1.137807,0.114227,1.647099,-1.4352790000000002,-0.13658299999999998,0
1521,0.8452649999999999,0.955827,-0.204679,0.451442,0.597939,0
360,2.3459220000000003,-0.795415,-0.968147,-0.277418,0.046065,0
1027,2.963007,-0.7906529999999999,-0.549361,0.324577,-0.453856,0
2254,-0.7534270000000001,-0.640446,-0.25403400000000004,-0.057605,1.427567,1
2111,-0.578597,0.581399,-0.14815599999999998,-0.163217,-0.303916,0
2592,-0.429387,2.384274,-1.508096,0.032137,-0.13658299999999998,0
1172,-0.395177,-0.254303,1.2415040000000002,-1.055478,-0.5198109999999999,0
137,-0.8701059999999999,-1.0376729999999998,-0.116916,1.922032,-1.141022,1
676,0.108908,0.389367,-1.128609,-0.652053,-0.253701,0
3066,-0.569083,-0.059004,2.02314,-1.417147,-0.13658299999999998,0
2294,-0.224275,1.273832,-1.311489,-0.766865,-0.344916,0
1539,-0.502384,1.537233,-1.289894,-0.82755,-0.356922,0
2972,-0.518505,0.008277,2.082107,0.851051,-0.78908,0
2231,-0.575469,-0.521887,0.826152,1.106572,3.251377,1
39,-0.711019,0.055195000000000015,1.17694,-1.484478,-1.069151,0
1974,1.140398,0.696233,-1.123327,-0.655862,0.14662999999999998,0
127,-0.344507,0.8844920000000001,-0.173663,-0.035011,-0.675218,0
54,-0.439528,1.537833,0.093368,0.088667,-0.614218,0
793,0.017847,1.108849,1.002059,0.04738,-0.452806,1
1137,-0.5131979999999999,0.486963,0.06385,0.007932,-0.437678,0
3101,-0.794913,-0.942313,-0.221611,0.345568,-0.13658299999999998,0
952,0.498067,-0.02997,1.561053,-1.0879530000000002,-0.454999,0
2884,-0.7971630000000001,-1.0965,-0.309322,-1.490247,2.640489,0
140,-0.8022060000000001,-0.8216530000000001,0.661763,1.1765,-0.8838540000000001,0
1840,0.67881,-0.430142,0.781805,1.237765,-1.268856,1
2287,-0.688086,-0.6879029999999999,0.862708,1.140745,-0.13658299999999998,1
2950,-0.59521,0.93201,-1.255873,-0.157658,0.060714,0
466,-0.492591,0.144801,1.036119,0.8985700000000001,-0.922247,1
2195,-0.673497,-0.8652770000000001,-0.204331,-0.962751,1.560441,0
2881,-0.8972700000000001,-1.204329,-0.5087619999999999,0.087647,-2.03403,0
1592,-0.660158,-0.141079,2.535399,-1.544766,-0.13658299999999998,0
2181,-0.693451,0.115144,0.621328,-0.967287,-0.550744,0
3166,0.518411,1.987779,-1.32636,-0.725578,-0.368332,0
191,-0.107822,-0.276722,-0.444338,-0.625974,-0.016293000000000002,0
1763,0.043557,0.723634,0.454919,-0.041149,-0.13658299999999998,0
2161,0.996675,0.593842,0.64951,-0.799335,-0.34047,0
2897,1.4712120000000002,0.793042,-1.173527,-0.626646,-0.13658299999999998,0
2011,-0.617926,-0.432372,1.261635,1.282522,-0.924923,0
85,3.127529,-0.200017,-0.464902,-0.128939,0.082093,0
1672,-0.563959,-0.528909,0.04449,0.6976939999999999,1.3655469999999998,1
2275,-0.531895,1.867258,-1.476224,0.105699,1.069449,0
1753,-0.688841,0.012777,0.883476,-1.242588,-0.683512,0
549,1.230217,1.084385,-0.013487,-0.779584,0.126876,0
2432,-0.249806,0.067086,1.034509,0.338782,1.940306,1
1725,1.953074,-1.056363,-0.690851,-0.381522,-0.276007,0
3169,1.101935,-0.048923,-1.072119,-0.255587,0.14765,0
2032,0.453,0.504365,-1.384573,-0.8214020000000001,-0.445982,1
2547,-0.7135,0.08189099999999999,0.686855,-1.010689,-0.13658299999999998,0
550,-0.170803,-0.77218,-0.085242,2.174452,-1.124888,1
991,-0.098123,1.413058,0.8362229999999999,-1.0180360000000002,-0.497291,0
652,-0.152551,0.205044,0.103101,-0.8629190000000001,0.15693900000000002,0
21,-0.432782,-0.271058,1.286359,-1.459677,-0.841255,0
2072,-0.473386,1.009584,-1.295598,-0.217135,0.096314,0
1016,-0.6900350000000001,-0.689537,0.686066,1.7764509999999998,-0.13658299999999998,0
2914,-0.8552120000000001,-1.06066,-0.347172,1.512657,-1.512695,0
2930,-1.057898,-1.74581,-1.354029,1.171704,2.075551,0
541,-0.750548,-0.752016,0.7595770000000001,1.084287,-0.13658299999999998,0
413,0.886069,0.446461,-0.060335,-0.14919100000000002,0.482768,0
432,0.565934,-0.545493,1.026945,0.609262,0.839612,1
890,1.461081,-0.12850599999999998,-0.293316,-0.074375,-0.369098,0
1713,0.768803,-0.445708,-0.496053,-0.239352,-0.299586,0
1637,-0.012369,2.094481,-1.459932,0.279451,-0.5876899999999999,0
2464,2.694995,-0.708525,-0.630394,-0.353773,-0.2536,0
1054,-0.682322,-0.736241,-0.13247799999999998,0.408024,-0.13658299999999998,0
1439,1.802329,-1.146691,-0.655493,-0.305305,-0.240521,0
2609,-0.590094,-0.8472860000000001,0.5362439999999999,0.47479,-0.13658299999999998,1
768,0.576543,1.022344,-1.303301,0.044273,1.633037,0
2827,-0.462179,0.48419,0.785122,0.273784,0.737262,0
835,-0.68839,-0.48793,0.26213400000000003,2.662706,-1.829332,1
1807,1.968889,-0.230109,0.094598,0.403819,-0.500546,0
3002,-1.074735,-0.577637,0.574334,1.04282,1.0181950000000002,1
584,-0.204202,0.696597,-1.371774,-0.232587,-0.336944,0
2807,-0.394962,0.992746,-0.188262,0.148086,-0.331986,0
2403,0.608974,-0.047501,-1.116786,-0.623412,0.012766,0
2927,1.88374,0.179722,-0.361547,-0.312512,0.399923,0
532,-0.714424,0.162884,0.6469060000000001,0.136596,-0.443321,0
751,-0.595734,1.789567,-1.287987,-0.759729,-0.376812,0
2461,-0.446324,2.363453,-1.380316,-0.075726,1.041452,0
3120,-0.014012,0.455826,0.768546,0.955592,-0.8501690000000001,1
174,-0.591175,1.621376,-1.326968,-0.742865,-0.596856,0
937,1.450496,-0.8692620000000001,-0.950791,-0.324418,-0.268714,0
2715,-0.865324,-1.060607,-0.442281,0.123194,2.04091,0
899,0.749042,0.082596,-0.477896,-0.6250319999999999,0.057672,0
328,1.0338459999999998,0.369815,-0.341044,-0.022111,-0.13658299999999998,1
665,0.193369,0.499795,-1.126083,-0.683921,0.05934,0
128,-0.257727,1.010136,0.259853,-1.111742,2.564067,0
1269,0.264384,-0.149703,1.804842,-1.1244120000000002,-0.51503,1
1738,-0.7357859999999999,-0.983322,-0.401167,1.256974,-1.435526,1
3124,-0.562282,1.930626,-1.542092,0.192444,1.6493330000000002,0
118,-0.665075,-0.7723979999999999,-0.090965,0.745738,1.948696,1
323,-1.137285,1.094232,0.258892,-1.140521,-0.13658299999999998,0
1351,-0.465212,-0.772658,0.391414,0.8110149999999999,0.826293,1
729,0.233956,-0.768029,1.192716,1.267959,1.176025,1
1151,-0.472843,-0.368756,2.279539,0.7521899999999999,-0.777805,0
309,2.314561,-0.567653,-0.511269,-0.26124200000000003,0.8375799999999999,0
1951,-0.767691,-0.814641,-2.230586,-1.439745,-0.7508670000000001,1
838,-2.097106,0.351649,-1.179423,-0.671953,-0.285628,0
497,-0.696991,0.08042200000000001,0.55323,-0.972943,-0.545774,0
426,-0.541989,0.599647,-0.22982600000000006,-0.796724,-0.336464,0
3161,-0.564277,-0.29215,2.340841,-1.558106,-0.13658299999999998,0
2664,-1.887051,-0.439946,-1.139007,-0.072611,-0.921493,0
1214,0.561579,1.565293,-1.274829,-0.808988,-0.633347,0
2100,1.079064,0.410823,-1.104187,-0.65491,-0.26061100000000004,0
400,0.236017,0.6758810000000001,-1.099622,-0.633119,0.037078,0
256,-0.399416,1.481573,0.230357,-0.899141,-0.436784,0
1008,-0.7743180000000001,-0.8538120000000001,0.178068,1.592993,-1.077558,0
1684,-0.24345,1.834276,0.109216,-0.8985549999999999,1.549553,0
428,0.07444500000000001,1.123854,-1.31515,-0.07735299999999999,-0.510558,0
2994,0.620259,1.605208,0.224349,-0.757645,-0.34547,1
3034,0.257211,-0.557547,-0.993112,-0.416876,-0.13658299999999998,0
1221,-0.666283,-0.7207640000000001,0.035078,1.657962,1.560778,0
2958,0.478142,0.363987,-0.248673,-0.083771,0.358393,0
2732,-0.165096,-0.95853,0.8852270000000001,-1.173864,0.632486,1
2894,-1.14318,-1.856598,-1.617432,1.0605719999999998,-1.324325,0
3239,-0.506868,-0.4775,-0.004704,1.061953,-0.13658299999999998,1
633,0.182437,1.680103,-0.01896,0.569779,-0.5940300000000001,0
