id,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
6418,0.474492,4,0.5319149999999999,0.051819,0.488694,0.003504,0.353962,0.480702,0
22370,0.031016,7,0.106383,0.050829,0.054151,0.003467,0.422915,0.414912,0
18145,0.8854920000000001,4,0.553191,0.032665,0.5178520000000001,0.002264,0.6320560000000001,0.31535100000000005,1
5014,0.000664,3,0.021277,0.122703,0.4759,0.003467,0.422915,0.414912,1
8062,0.451573,1,0.382979,0.040231,0.566498,0.000976,0.282237,0.821053,1
5141,0.001018,4,0.829787,0.043923,0.607557,0.003467,0.422915,0.414912,0
14919,0.912039,6,0.744681,0.042933,0.4165430000000001,0.002887,0.447178,0.364035,0
9332,0.903057,5,0.276596,0.089438,0.509075,0.005889,0.485759,0.499123,1
19809,0.912305,5,0.234043,0.09223,0.41803,0.006331,0.415847,0.389474,1
23798,0.465289,5,0.829787,0.047016,0.481999,0.00334,0.464008,0.212281,0
1787,0.464316,4,0.659574,0.02663,0.410741,0.00183,0.4502850000000001,0.39693,0
18720,0.446927,1,0.6382979999999999,0.041792,0.290092,0.000976,0.246245,0.5903510000000001,1
9290,0.8678379999999999,4,0.106383,0.025279,0.156055,0.000839,0.258415,0.727193,0
24062,0.898943,2,0.702128,0.05788400000000001,0.53615,0.00386,0.5572239999999999,0.44693,0
25883,0.438609,7,0.276596,0.048037,0.122285,0.003467,0.422915,0.414912,0
10252,0.456617,4,0.404255,0.037318,0.652187,0.00254,0.625583,0.517544,0
23346,0.8681469999999999,4,0.914894,0.037619,0.495983,0.002254,0.283014,0.7429819999999999,0
16130,0.8811110000000001,3,0.212766,0.027741,0.180452,0.001778,0.239513,0.813596,0
4322,0.461174,3,0.489362,0.029723000000000006,0.465784,0.001984,0.477214,0.376754,0
18558,0.031636000000000004,7,0.8510639999999999,0.068482,0.345135,0.003467,0.422915,0.414912,1
26090,0.8808459999999999,4,0.87234,0.028822000000000007,0.411336,0.00188,0.443811,0.676316,1
17007,0.44268,2,0.0,0.051129,0.333829,0.003448,0.338426,0.556579,0
15317,0.009911,3,0.297872,0.064009,0.5633739999999999,0.003467,0.422915,0.414912,1
13959,0.030972000000000006,6,0.87234,0.059265,0.263314,0.003467,0.422915,0.414912,0
14165,0.871599,6,0.021277,0.025369,0.325498,0.001259,0.340756,0.770175,0
18448,0.0273,7,0.106383,0.047526,0.072895,0.003467,0.422915,0.414912,0
22690,0.4602890000000001,4,0.06383,0.03984,0.394823,0.0026920000000000004,0.422579,0.448684,0
5520,0.890359,3,0.723404,0.228504,0.892294,0.015488,0.726567,0.511404,1
11930,0.8846510000000001,6,0.723404,0.032425,0.562481,0.002306,0.537804,0.257895,1
9078,0.889916,7,0.829787,0.14513,0.6056229999999999,0.009593,0.471776,0.6179819999999999,0
9668,0.433521,3,0.234043,0.068242,0.384261,0.003467,0.422915,0.414912,0
14386,0.871908,6,0.8510639999999999,0.02597,0.449569,0.0016989999999999998,0.377007,0.716667,0
14660,0.013053,5,0.659574,0.048247000000000005,0.45537,0.003467,0.422915,0.414912,0
22858,0.8981899999999999,6,0.382979,0.127747,0.770158,0.008282,0.741844,0.559211,1
9493,0.473563,1,0.574468,0.027561,0.282505,0.001853,0.169601,0.636842,1
2019,0.474492,4,0.680851,0.072415,0.446593,0.004927,0.379337,0.35438600000000003,1
